GUT_GENOME065705_1_1	1_1
GUT_GENOME065705_42_2	42_2
GUT_GENOME065705_42_3	42_3
GUT_GENOME065705_42_4	42_4
GUT_GENOME065705_42_5	42_5
GUT_GENOME065705_42_6	42_6
GUT_GENOME065705_42_7	42_7
GUT_GENOME065705_42_8	42_8
GUT_GENOME065705_42_9	42_9
GUT_GENOME065705_42_10	42_10
GUT_GENOME065705_43_1	43_1
GUT_GENOME065705_43_2	43_2
GUT_GENOME065705_43_3	43_3
GUT_GENOME065705_43_4	43_4
GUT_GENOME065705_43_5	43_5
GUT_GENOME065705_43_6	43_6
GUT_GENOME065705_43_7	43_7
GUT_GENOME065705_43_8	43_8
GUT_GENOME065705_43_9	43_9
GUT_GENOME065705_43_10	43_10
GUT_GENOME065705_44_1	44_1
GUT_GENOME065705_44_2	44_2
GUT_GENOME065705_44_3	44_3
GUT_GENOME065705_44_4	44_4
GUT_GENOME065705_44_5	44_5
GUT_GENOME065705_44_6	44_6
GUT_GENOME065705_44_7	44_7
GUT_GENOME065705_44_8	44_8
GUT_GENOME065705_44_9	44_9
GUT_GENOME065705_45_1	45_1
GUT_GENOME065705_45_2	45_2
GUT_GENOME065705_45_3	45_3
GUT_GENOME065705_45_4	45_4
GUT_GENOME065705_45_5	45_5
GUT_GENOME065705_46_1	46_1
GUT_GENOME065705_46_2	46_2
GUT_GENOME065705_46_3	46_3
GUT_GENOME065705_46_4	46_4
GUT_GENOME065705_46_5	46_5
GUT_GENOME065705_46_6	46_6
GUT_GENOME065705_46_7	46_7
GUT_GENOME065705_46_8	46_8
GUT_GENOME065705_46_9	46_9
GUT_GENOME065705_47_1	47_1
GUT_GENOME065705_47_2	47_2
GUT_GENOME065705_47_3	47_3
GUT_GENOME065705_47_4	47_4
GUT_GENOME065705_47_5	47_5
GUT_GENOME065705_47_6	47_6
GUT_GENOME065705_47_7	47_7
GUT_GENOME065705_47_8	47_8
GUT_GENOME065705_48_1	48_1
GUT_GENOME065705_48_2	48_2
GUT_GENOME065705_48_3	48_3
GUT_GENOME065705_48_4	48_4
GUT_GENOME065705_48_5	48_5
GUT_GENOME065705_48_6	48_6
GUT_GENOME065705_48_7	48_7
GUT_GENOME065705_49_1	49_1
GUT_GENOME065705_49_2	49_2
GUT_GENOME065705_49_3	49_3
GUT_GENOME065705_49_4	49_4
GUT_GENOME065705_49_5	49_5
GUT_GENOME065705_49_6	49_6
GUT_GENOME065705_49_7	49_7
GUT_GENOME065705_49_8	49_8
GUT_GENOME065705_49_9	49_9
GUT_GENOME065705_49_10	49_10
GUT_GENOME065705_50_1	50_1
GUT_GENOME065705_50_2	50_2
GUT_GENOME065705_50_3	50_3
GUT_GENOME065705_50_4	50_4
GUT_GENOME065705_50_5	50_5
GUT_GENOME065705_51_1	51_1
GUT_GENOME065705_51_2	51_2
GUT_GENOME065705_51_3	51_3
GUT_GENOME065705_51_4	51_4
GUT_GENOME065705_51_5	51_5
GUT_GENOME065705_51_6	51_6
GUT_GENOME065705_51_7	51_7
GUT_GENOME065705_51_8	51_8
GUT_GENOME065705_51_9	51_9
GUT_GENOME065705_51_10	51_10
GUT_GENOME065705_51_11	51_11
GUT_GENOME065705_51_12	51_12
GUT_GENOME065705_51_13	51_13
GUT_GENOME065705_51_14	51_14
GUT_GENOME065705_51_15	51_15
GUT_GENOME065705_52_1	52_1
GUT_GENOME065705_52_2	52_2
GUT_GENOME065705_52_3	52_3
GUT_GENOME065705_52_4	52_4
GUT_GENOME065705_52_5	52_5
GUT_GENOME065705_52_6	52_6
GUT_GENOME065705_52_7	52_7
GUT_GENOME065705_52_8	52_8
GUT_GENOME065705_52_9	52_9
GUT_GENOME065705_52_10	52_10
GUT_GENOME065705_53_1	53_1
GUT_GENOME065705_53_2	53_2
GUT_GENOME065705_53_3	53_3
GUT_GENOME065705_53_4	53_4
GUT_GENOME065705_53_5	53_5
GUT_GENOME065705_53_6	53_6
GUT_GENOME065705_53_7	53_7
GUT_GENOME065705_53_8	53_8
GUT_GENOME065705_53_9	53_9
GUT_GENOME065705_54_1	54_1
GUT_GENOME065705_54_2	54_2
GUT_GENOME065705_54_3	54_3
GUT_GENOME065705_54_4	54_4
GUT_GENOME065705_54_5	54_5
GUT_GENOME065705_54_6	54_6
GUT_GENOME065705_54_7	54_7
GUT_GENOME065705_54_8	54_8
GUT_GENOME065705_54_9	54_9
GUT_GENOME065705_54_10	54_10
GUT_GENOME065705_55_1	55_1
GUT_GENOME065705_55_2	55_2
GUT_GENOME065705_55_3	55_3
GUT_GENOME065705_55_4	55_4
GUT_GENOME065705_55_5	55_5
GUT_GENOME065705_55_6	55_6
GUT_GENOME065705_55_7	55_7
GUT_GENOME065705_55_8	55_8
GUT_GENOME065705_55_9	55_9
GUT_GENOME065705_56_1	56_1
GUT_GENOME065705_56_2	56_2
GUT_GENOME065705_56_3	56_3
GUT_GENOME065705_56_4	56_4
GUT_GENOME065705_56_5	56_5
GUT_GENOME065705_56_6	56_6
GUT_GENOME065705_56_7	56_7
GUT_GENOME065705_57_1	57_1
GUT_GENOME065705_57_2	57_2
GUT_GENOME065705_57_3	57_3
GUT_GENOME065705_57_4	57_4
GUT_GENOME065705_57_5	57_5
GUT_GENOME065705_57_6	57_6
GUT_GENOME065705_57_7	57_7
GUT_GENOME065705_57_8	57_8
GUT_GENOME065705_57_9	57_9
GUT_GENOME065705_58_1	58_1
GUT_GENOME065705_58_2	58_2
GUT_GENOME065705_58_3	58_3
GUT_GENOME065705_58_4	58_4
GUT_GENOME065705_58_5	58_5
GUT_GENOME065705_58_6	58_6
GUT_GENOME065705_58_7	58_7
GUT_GENOME065705_59_1	59_1
GUT_GENOME065705_59_2	59_2
GUT_GENOME065705_59_3	59_3
GUT_GENOME065705_59_4	59_4
GUT_GENOME065705_59_5	59_5
GUT_GENOME065705_59_6	59_6
GUT_GENOME065705_59_7	59_7
GUT_GENOME065705_60_1	60_1
GUT_GENOME065705_60_2	60_2
GUT_GENOME065705_60_3	60_3
GUT_GENOME065705_60_4	60_4
GUT_GENOME065705_60_5	60_5
GUT_GENOME065705_60_6	60_6
GUT_GENOME065705_60_7	60_7
GUT_GENOME065705_61_1	61_1
GUT_GENOME065705_61_2	61_2
GUT_GENOME065705_61_3	61_3
GUT_GENOME065705_61_4	61_4
GUT_GENOME065705_61_5	61_5
GUT_GENOME065705_61_6	61_6
GUT_GENOME065705_61_7	61_7
GUT_GENOME065705_61_8	61_8
GUT_GENOME065705_61_9	61_9
GUT_GENOME065705_61_10	61_10
GUT_GENOME065705_62_1	62_1
GUT_GENOME065705_62_2	62_2
GUT_GENOME065705_62_3	62_3
GUT_GENOME065705_62_4	62_4
GUT_GENOME065705_62_5	62_5
GUT_GENOME065705_63_1	63_1
GUT_GENOME065705_63_2	63_2
GUT_GENOME065705_63_3	63_3
GUT_GENOME065705_63_4	63_4
GUT_GENOME065705_63_5	63_5
GUT_GENOME065705_63_6	63_6
GUT_GENOME065705_64_1	64_1
GUT_GENOME065705_64_2	64_2
GUT_GENOME065705_64_3	64_3
GUT_GENOME065705_64_4	64_4
GUT_GENOME065705_64_5	64_5
GUT_GENOME065705_64_6	64_6
GUT_GENOME065705_64_7	64_7
GUT_GENOME065705_65_1	65_1
GUT_GENOME065705_65_2	65_2
GUT_GENOME065705_65_3	65_3
GUT_GENOME065705_65_4	65_4
GUT_GENOME065705_65_5	65_5
GUT_GENOME065705_65_6	65_6
GUT_GENOME065705_65_7	65_7
GUT_GENOME065705_65_8	65_8
GUT_GENOME065705_65_9	65_9
GUT_GENOME065705_66_1	66_1
GUT_GENOME065705_66_2	66_2
GUT_GENOME065705_66_3	66_3
GUT_GENOME065705_66_4	66_4
GUT_GENOME065705_66_5	66_5
GUT_GENOME065705_66_6	66_6
GUT_GENOME065705_66_7	66_7
GUT_GENOME065705_66_8	66_8
GUT_GENOME065705_66_9	66_9
GUT_GENOME065705_66_10	66_10
GUT_GENOME065705_66_11	66_11
GUT_GENOME065705_66_12	66_12
GUT_GENOME065705_67_1	67_1
GUT_GENOME065705_67_2	67_2
GUT_GENOME065705_67_3	67_3
GUT_GENOME065705_67_4	67_4
GUT_GENOME065705_67_5	67_5
GUT_GENOME065705_67_6	67_6
GUT_GENOME065705_67_7	67_7
GUT_GENOME065705_67_8	67_8
GUT_GENOME065705_68_1	68_1
GUT_GENOME065705_68_2	68_2
GUT_GENOME065705_68_3	68_3
GUT_GENOME065705_68_4	68_4
GUT_GENOME065705_68_5	68_5
GUT_GENOME065705_68_6	68_6
GUT_GENOME065705_69_1	69_1
GUT_GENOME065705_69_2	69_2
GUT_GENOME065705_69_3	69_3
GUT_GENOME065705_69_4	69_4
GUT_GENOME065705_69_5	69_5
GUT_GENOME065705_69_6	69_6
GUT_GENOME065705_69_7	69_7
GUT_GENOME065705_70_1	70_1
GUT_GENOME065705_70_2	70_2
GUT_GENOME065705_70_3	70_3
GUT_GENOME065705_70_4	70_4
GUT_GENOME065705_70_5	70_5
GUT_GENOME065705_70_6	70_6
GUT_GENOME065705_70_7	70_7
GUT_GENOME065705_70_8	70_8
GUT_GENOME065705_70_9	70_9
GUT_GENOME065705_71_1	71_1
GUT_GENOME065705_71_2	71_2
GUT_GENOME065705_71_3	71_3
GUT_GENOME065705_71_4	71_4
GUT_GENOME065705_71_5	71_5
GUT_GENOME065705_71_6	71_6
GUT_GENOME065705_71_7	71_7
GUT_GENOME065705_71_8	71_8
GUT_GENOME065705_71_9	71_9
GUT_GENOME065705_72_1	72_1
GUT_GENOME065705_72_2	72_2
GUT_GENOME065705_72_3	72_3
GUT_GENOME065705_72_4	72_4
GUT_GENOME065705_72_5	72_5
GUT_GENOME065705_72_6	72_6
GUT_GENOME065705_72_7	72_7
GUT_GENOME065705_72_8	72_8
GUT_GENOME065705_72_9	72_9
GUT_GENOME065705_72_10	72_10
GUT_GENOME065705_72_11	72_11
GUT_GENOME065705_72_12	72_12
GUT_GENOME065705_73_1	73_1
GUT_GENOME065705_73_2	73_2
GUT_GENOME065705_73_3	73_3
GUT_GENOME065705_73_4	73_4
GUT_GENOME065705_73_5	73_5
GUT_GENOME065705_73_6	73_6
GUT_GENOME065705_74_1	74_1
GUT_GENOME065705_74_2	74_2
GUT_GENOME065705_74_3	74_3
GUT_GENOME065705_74_4	74_4
GUT_GENOME065705_74_5	74_5
GUT_GENOME065705_74_6	74_6
GUT_GENOME065705_75_1	75_1
GUT_GENOME065705_75_2	75_2
GUT_GENOME065705_75_3	75_3
GUT_GENOME065705_75_4	75_4
GUT_GENOME065705_75_5	75_5
GUT_GENOME065705_76_1	76_1
GUT_GENOME065705_76_2	76_2
GUT_GENOME065705_76_3	76_3
GUT_GENOME065705_76_4	76_4
GUT_GENOME065705_76_5	76_5
GUT_GENOME065705_76_6	76_6
GUT_GENOME065705_76_7	76_7
GUT_GENOME065705_77_1	77_1
GUT_GENOME065705_77_2	77_2
GUT_GENOME065705_77_3	77_3
GUT_GENOME065705_77_4	77_4
GUT_GENOME065705_77_5	77_5
GUT_GENOME065705_77_6	77_6
GUT_GENOME065705_77_7	77_7
GUT_GENOME065705_78_1	78_1
GUT_GENOME065705_78_2	78_2
GUT_GENOME065705_78_3	78_3
GUT_GENOME065705_78_4	78_4
GUT_GENOME065705_78_5	78_5
GUT_GENOME065705_78_6	78_6
GUT_GENOME065705_78_7	78_7
GUT_GENOME065705_79_1	79_1
GUT_GENOME065705_79_2	79_2
GUT_GENOME065705_79_3	79_3
GUT_GENOME065705_79_4	79_4
GUT_GENOME065705_79_5	79_5
GUT_GENOME065705_79_6	79_6
GUT_GENOME065705_80_1	80_1
GUT_GENOME065705_80_2	80_2
GUT_GENOME065705_80_3	80_3
GUT_GENOME065705_80_4	80_4
GUT_GENOME065705_80_5	80_5
GUT_GENOME065705_80_6	80_6
GUT_GENOME065705_80_7	80_7
GUT_GENOME065705_80_8	80_8
GUT_GENOME065705_81_1	81_1
GUT_GENOME065705_81_2	81_2
GUT_GENOME065705_81_3	81_3
GUT_GENOME065705_81_4	81_4
GUT_GENOME065705_81_5	81_5
GUT_GENOME065705_81_6	81_6
GUT_GENOME065705_81_7	81_7
GUT_GENOME065705_81_8	81_8
GUT_GENOME065705_81_9	81_9
GUT_GENOME065705_81_10	81_10
GUT_GENOME065705_81_11	81_11
GUT_GENOME065705_81_12	81_12
GUT_GENOME065705_81_13	81_13
GUT_GENOME065705_81_14	81_14
GUT_GENOME065705_81_15	81_15
GUT_GENOME065705_82_1	82_1
GUT_GENOME065705_82_2	82_2
GUT_GENOME065705_82_3	82_3
GUT_GENOME065705_82_4	82_4
GUT_GENOME065705_82_5	82_5
GUT_GENOME065705_82_6	82_6
GUT_GENOME065705_82_7	82_7
GUT_GENOME065705_82_8	82_8
GUT_GENOME065705_83_1	83_1
GUT_GENOME065705_83_2	83_2
GUT_GENOME065705_83_3	83_3
GUT_GENOME065705_83_4	83_4
GUT_GENOME065705_83_5	83_5
GUT_GENOME065705_84_1	84_1
GUT_GENOME065705_84_2	84_2
GUT_GENOME065705_84_3	84_3
GUT_GENOME065705_84_4	84_4
GUT_GENOME065705_84_5	84_5
GUT_GENOME065705_84_6	84_6
GUT_GENOME065705_84_7	84_7
GUT_GENOME065705_84_8	84_8
GUT_GENOME065705_84_9	84_9
GUT_GENOME065705_84_10	84_10
GUT_GENOME065705_85_1	85_1
GUT_GENOME065705_85_2	85_2
GUT_GENOME065705_85_3	85_3
GUT_GENOME065705_85_4	85_4
GUT_GENOME065705_85_5	85_5
GUT_GENOME065705_86_1	86_1
GUT_GENOME065705_86_2	86_2
GUT_GENOME065705_86_3	86_3
GUT_GENOME065705_86_4	86_4
GUT_GENOME065705_86_5	86_5
GUT_GENOME065705_86_6	86_6
GUT_GENOME065705_86_7	86_7
GUT_GENOME065705_87_1	87_1
GUT_GENOME065705_87_2	87_2
GUT_GENOME065705_87_3	87_3
GUT_GENOME065705_87_4	87_4
GUT_GENOME065705_87_5	87_5
GUT_GENOME065705_87_6	87_6
GUT_GENOME065705_88_1	88_1
GUT_GENOME065705_88_2	88_2
GUT_GENOME065705_88_3	88_3
GUT_GENOME065705_88_4	88_4
GUT_GENOME065705_89_1	89_1
GUT_GENOME065705_89_2	89_2
GUT_GENOME065705_89_3	89_3
GUT_GENOME065705_89_4	89_4
GUT_GENOME065705_90_1	90_1
GUT_GENOME065705_90_2	90_2
GUT_GENOME065705_90_3	90_3
GUT_GENOME065705_90_4	90_4
GUT_GENOME065705_90_5	90_5
GUT_GENOME065705_90_6	90_6
GUT_GENOME065705_90_7	90_7
GUT_GENOME065705_91_1	91_1
GUT_GENOME065705_91_2	91_2
GUT_GENOME065705_91_3	91_3
GUT_GENOME065705_91_4	91_4
GUT_GENOME065705_91_5	91_5
GUT_GENOME065705_91_6	91_6
GUT_GENOME065705_91_7	91_7
GUT_GENOME065705_91_8	91_8
GUT_GENOME065705_92_1	92_1
GUT_GENOME065705_92_2	92_2
GUT_GENOME065705_92_3	92_3
GUT_GENOME065705_92_4	92_4
GUT_GENOME065705_92_5	92_5
GUT_GENOME065705_92_6	92_6
GUT_GENOME065705_92_7	92_7
GUT_GENOME065705_93_1	93_1
GUT_GENOME065705_93_2	93_2
GUT_GENOME065705_93_3	93_3
GUT_GENOME065705_93_4	93_4
GUT_GENOME065705_93_5	93_5
GUT_GENOME065705_93_6	93_6
GUT_GENOME065705_94_1	94_1
GUT_GENOME065705_94_2	94_2
GUT_GENOME065705_94_3	94_3
GUT_GENOME065705_94_4	94_4
GUT_GENOME065705_94_5	94_5
GUT_GENOME065705_94_6	94_6
GUT_GENOME065705_94_7	94_7
GUT_GENOME065705_95_1	95_1
GUT_GENOME065705_95_2	95_2
GUT_GENOME065705_95_3	95_3
GUT_GENOME065705_95_4	95_4
GUT_GENOME065705_95_5	95_5
GUT_GENOME065705_95_6	95_6
GUT_GENOME065705_95_7	95_7
GUT_GENOME065705_95_8	95_8
GUT_GENOME065705_95_9	95_9
GUT_GENOME065705_96_1	96_1
GUT_GENOME065705_96_2	96_2
GUT_GENOME065705_96_3	96_3
GUT_GENOME065705_96_4	96_4
GUT_GENOME065705_96_5	96_5
GUT_GENOME065705_96_6	96_6
GUT_GENOME065705_96_7	96_7
GUT_GENOME065705_96_8	96_8
GUT_GENOME065705_97_1	97_1
GUT_GENOME065705_97_2	97_2
GUT_GENOME065705_97_3	97_3
GUT_GENOME065705_97_4	97_4
GUT_GENOME065705_97_5	97_5
GUT_GENOME065705_97_6	97_6
GUT_GENOME065705_98_1	98_1
GUT_GENOME065705_98_2	98_2
GUT_GENOME065705_98_3	98_3
GUT_GENOME065705_98_4	98_4
GUT_GENOME065705_98_5	98_5
GUT_GENOME065705_98_6	98_6
GUT_GENOME065705_99_1	99_1
GUT_GENOME065705_99_2	99_2
GUT_GENOME065705_99_3	99_3
GUT_GENOME065705_99_4	99_4
GUT_GENOME065705_99_5	99_5
GUT_GENOME065705_99_6	99_6
GUT_GENOME065705_100_1	100_1
GUT_GENOME065705_100_2	100_2
GUT_GENOME065705_100_3	100_3
GUT_GENOME065705_100_4	100_4
GUT_GENOME065705_100_5	100_5
GUT_GENOME065705_100_6	100_6
GUT_GENOME065705_101_1	101_1
GUT_GENOME065705_101_2	101_2
GUT_GENOME065705_101_3	101_3
GUT_GENOME065705_101_4	101_4
GUT_GENOME065705_101_5	101_5
GUT_GENOME065705_101_6	101_6
GUT_GENOME065705_101_7	101_7
GUT_GENOME065705_101_8	101_8
GUT_GENOME065705_101_9	101_9
GUT_GENOME065705_102_1	102_1
GUT_GENOME065705_102_2	102_2
GUT_GENOME065705_102_3	102_3
GUT_GENOME065705_102_4	102_4
GUT_GENOME065705_102_5	102_5
GUT_GENOME065705_102_6	102_6
GUT_GENOME065705_103_1	103_1
GUT_GENOME065705_103_2	103_2
GUT_GENOME065705_103_3	103_3
GUT_GENOME065705_103_4	103_4
GUT_GENOME065705_103_5	103_5
GUT_GENOME065705_104_1	104_1
GUT_GENOME065705_104_2	104_2
GUT_GENOME065705_104_3	104_3
GUT_GENOME065705_104_4	104_4
GUT_GENOME065705_104_5	104_5
GUT_GENOME065705_104_6	104_6
GUT_GENOME065705_104_7	104_7
GUT_GENOME065705_105_1	105_1
GUT_GENOME065705_105_2	105_2
GUT_GENOME065705_105_3	105_3
GUT_GENOME065705_105_4	105_4
GUT_GENOME065705_105_5	105_5
GUT_GENOME065705_106_1	106_1
GUT_GENOME065705_106_2	106_2
GUT_GENOME065705_106_3	106_3
GUT_GENOME065705_106_4	106_4
GUT_GENOME065705_107_1	107_1
GUT_GENOME065705_107_2	107_2
GUT_GENOME065705_107_3	107_3
GUT_GENOME065705_107_4	107_4
GUT_GENOME065705_108_1	108_1
GUT_GENOME065705_108_2	108_2
GUT_GENOME065705_108_3	108_3
GUT_GENOME065705_108_4	108_4
GUT_GENOME065705_108_5	108_5
GUT_GENOME065705_108_6	108_6
GUT_GENOME065705_109_1	109_1
GUT_GENOME065705_109_2	109_2
GUT_GENOME065705_109_3	109_3
GUT_GENOME065705_109_4	109_4
GUT_GENOME065705_110_1	110_1
GUT_GENOME065705_110_2	110_2
GUT_GENOME065705_110_3	110_3
GUT_GENOME065705_111_1	111_1
GUT_GENOME065705_111_2	111_2
GUT_GENOME065705_111_3	111_3
GUT_GENOME065705_111_4	111_4
GUT_GENOME065705_111_5	111_5
GUT_GENOME065705_112_1	112_1
GUT_GENOME065705_112_2	112_2
GUT_GENOME065705_112_3	112_3
GUT_GENOME065705_112_4	112_4
GUT_GENOME065705_112_5	112_5
GUT_GENOME065705_112_6	112_6
GUT_GENOME065705_113_1	113_1
GUT_GENOME065705_113_2	113_2
GUT_GENOME065705_113_3	113_3
GUT_GENOME065705_113_4	113_4
GUT_GENOME065705_113_5	113_5
GUT_GENOME065705_113_6	113_6
GUT_GENOME065705_114_1	114_1
GUT_GENOME065705_114_2	114_2
GUT_GENOME065705_114_3	114_3
GUT_GENOME065705_114_4	114_4
GUT_GENOME065705_114_5	114_5
GUT_GENOME065705_114_6	114_6
GUT_GENOME065705_114_7	114_7
GUT_GENOME065705_114_8	114_8
GUT_GENOME065705_115_1	115_1
GUT_GENOME065705_115_2	115_2
GUT_GENOME065705_115_3	115_3
GUT_GENOME065705_115_4	115_4
GUT_GENOME065705_115_5	115_5
GUT_GENOME065705_115_6	115_6
GUT_GENOME065705_115_7	115_7
GUT_GENOME065705_116_1	116_1
GUT_GENOME065705_116_2	116_2
GUT_GENOME065705_116_3	116_3
GUT_GENOME065705_116_4	116_4
GUT_GENOME065705_116_5	116_5
GUT_GENOME065705_116_6	116_6
GUT_GENOME065705_116_7	116_7
GUT_GENOME065705_116_8	116_8
GUT_GENOME065705_117_1	117_1
GUT_GENOME065705_117_2	117_2
GUT_GENOME065705_117_3	117_3
GUT_GENOME065705_117_4	117_4
GUT_GENOME065705_117_5	117_5
GUT_GENOME065705_118_1	118_1
GUT_GENOME065705_118_2	118_2
GUT_GENOME065705_118_3	118_3
GUT_GENOME065705_118_4	118_4
GUT_GENOME065705_118_5	118_5
GUT_GENOME065705_119_1	119_1
GUT_GENOME065705_119_2	119_2
GUT_GENOME065705_119_3	119_3
GUT_GENOME065705_120_1	120_1
GUT_GENOME065705_120_2	120_2
GUT_GENOME065705_120_3	120_3
GUT_GENOME065705_121_1	121_1
GUT_GENOME065705_121_2	121_2
GUT_GENOME065705_121_3	121_3
GUT_GENOME065705_122_1	122_1
GUT_GENOME065705_122_2	122_2
GUT_GENOME065705_122_3	122_3
GUT_GENOME065705_123_1	123_1
GUT_GENOME065705_123_2	123_2
GUT_GENOME065705_123_3	123_3
GUT_GENOME065705_123_4	123_4
GUT_GENOME065705_123_5	123_5
GUT_GENOME065705_123_6	123_6
GUT_GENOME065705_124_1	124_1
GUT_GENOME065705_124_2	124_2
GUT_GENOME065705_124_3	124_3
GUT_GENOME065705_124_4	124_4
GUT_GENOME065705_125_1	125_1
GUT_GENOME065705_125_2	125_2
GUT_GENOME065705_125_3	125_3
GUT_GENOME065705_125_4	125_4
GUT_GENOME065705_125_5	125_5
GUT_GENOME065705_125_6	125_6
GUT_GENOME065705_126_1	126_1
GUT_GENOME065705_126_2	126_2
GUT_GENOME065705_126_3	126_3
GUT_GENOME065705_126_4	126_4
GUT_GENOME065705_126_5	126_5
GUT_GENOME065705_126_6	126_6
GUT_GENOME065705_126_7	126_7
GUT_GENOME065705_127_1	127_1
GUT_GENOME065705_127_2	127_2
GUT_GENOME065705_127_3	127_3
GUT_GENOME065705_127_4	127_4
GUT_GENOME065705_127_5	127_5
GUT_GENOME065705_128_1	128_1
GUT_GENOME065705_128_2	128_2
GUT_GENOME065705_128_3	128_3
GUT_GENOME065705_128_4	128_4
GUT_GENOME065705_129_1	129_1
GUT_GENOME065705_129_2	129_2
GUT_GENOME065705_129_3	129_3
GUT_GENOME065705_129_4	129_4
GUT_GENOME065705_129_5	129_5
GUT_GENOME065705_130_1	130_1
GUT_GENOME065705_130_2	130_2
GUT_GENOME065705_130_3	130_3
GUT_GENOME065705_131_1	131_1
GUT_GENOME065705_131_2	131_2
GUT_GENOME065705_131_3	131_3
GUT_GENOME065705_131_4	131_4
GUT_GENOME065705_132_1	132_1
GUT_GENOME065705_132_2	132_2
GUT_GENOME065705_132_3	132_3
GUT_GENOME065705_132_4	132_4
GUT_GENOME065705_132_5	132_5
GUT_GENOME065705_132_6	132_6
GUT_GENOME065705_132_7	132_7
GUT_GENOME065705_132_8	132_8
GUT_GENOME065705_133_1	133_1
GUT_GENOME065705_133_2	133_2
GUT_GENOME065705_133_3	133_3
GUT_GENOME065705_133_4	133_4
GUT_GENOME065705_133_5	133_5
GUT_GENOME065705_133_6	133_6
GUT_GENOME065705_134_1	134_1
GUT_GENOME065705_134_2	134_2
GUT_GENOME065705_134_3	134_3
GUT_GENOME065705_134_4	134_4
GUT_GENOME065705_134_5	134_5
GUT_GENOME065705_135_1	135_1
GUT_GENOME065705_135_2	135_2
GUT_GENOME065705_135_3	135_3
GUT_GENOME065705_135_4	135_4
GUT_GENOME065705_135_5	135_5
GUT_GENOME065705_135_6	135_6
GUT_GENOME065705_136_1	136_1
GUT_GENOME065705_136_2	136_2
GUT_GENOME065705_136_3	136_3
GUT_GENOME065705_136_4	136_4
GUT_GENOME065705_136_5	136_5
GUT_GENOME065705_136_6	136_6
GUT_GENOME065705_137_1	137_1
GUT_GENOME065705_137_2	137_2
GUT_GENOME065705_137_3	137_3
GUT_GENOME065705_137_4	137_4
GUT_GENOME065705_137_5	137_5
GUT_GENOME065705_137_6	137_6
GUT_GENOME065705_138_1	138_1
GUT_GENOME065705_138_2	138_2
GUT_GENOME065705_138_3	138_3
GUT_GENOME065705_138_4	138_4
GUT_GENOME065705_139_1	139_1
GUT_GENOME065705_139_2	139_2
GUT_GENOME065705_140_1	140_1
GUT_GENOME065705_140_2	140_2
GUT_GENOME065705_140_3	140_3
GUT_GENOME065705_140_4	140_4
GUT_GENOME065705_140_5	140_5
GUT_GENOME065705_141_1	141_1
GUT_GENOME065705_141_2	141_2
GUT_GENOME065705_141_3	141_3
GUT_GENOME065705_141_4	141_4
GUT_GENOME065705_142_1	142_1
GUT_GENOME065705_142_2	142_2
GUT_GENOME065705_142_3	142_3
GUT_GENOME065705_143_1	143_1
GUT_GENOME065705_143_2	143_2
GUT_GENOME065705_143_3	143_3
GUT_GENOME065705_143_4	143_4
GUT_GENOME065705_143_5	143_5
GUT_GENOME065705_144_1	144_1
GUT_GENOME065705_144_2	144_2
GUT_GENOME065705_144_3	144_3
GUT_GENOME065705_144_4	144_4
GUT_GENOME065705_144_5	144_5
GUT_GENOME065705_145_1	145_1
GUT_GENOME065705_145_2	145_2
GUT_GENOME065705_146_1	146_1
GUT_GENOME065705_146_2	146_2
GUT_GENOME065705_146_3	146_3
GUT_GENOME065705_147_1	147_1
GUT_GENOME065705_147_2	147_2
GUT_GENOME065705_147_3	147_3
GUT_GENOME065705_148_1	148_1
GUT_GENOME065705_148_2	148_2
GUT_GENOME065705_149_1	149_1
GUT_GENOME065705_149_2	149_2
GUT_GENOME065705_149_3	149_3
GUT_GENOME065705_149_4	149_4
GUT_GENOME065705_149_5	149_5
GUT_GENOME065705_149_6	149_6
GUT_GENOME065705_150_1	150_1
GUT_GENOME065705_150_2	150_2
GUT_GENOME065705_150_3	150_3
GUT_GENOME065705_151_1	151_1
GUT_GENOME065705_151_2	151_2
GUT_GENOME065705_151_3	151_3
GUT_GENOME065705_151_4	151_4
GUT_GENOME065705_152_1	152_1
GUT_GENOME065705_152_2	152_2
GUT_GENOME065705_152_3	152_3
GUT_GENOME065705_153_1	153_1
GUT_GENOME065705_153_2	153_2
GUT_GENOME065705_153_3	153_3
GUT_GENOME065705_154_1	154_1
GUT_GENOME065705_154_2	154_2
GUT_GENOME065705_154_3	154_3
GUT_GENOME065705_155_1	155_1
GUT_GENOME065705_155_2	155_2
GUT_GENOME065705_155_3	155_3
GUT_GENOME065705_155_4	155_4
GUT_GENOME065705_155_5	155_5
GUT_GENOME065705_156_1	156_1
GUT_GENOME065705_156_2	156_2
GUT_GENOME065705_156_3	156_3
GUT_GENOME065705_157_1	157_1
GUT_GENOME065705_157_2	157_2
GUT_GENOME065705_157_3	157_3
GUT_GENOME065705_157_4	157_4
GUT_GENOME065705_158_1	158_1
GUT_GENOME065705_158_2	158_2
GUT_GENOME065705_159_1	159_1
GUT_GENOME065705_159_2	159_2
GUT_GENOME065705_159_3	159_3
GUT_GENOME065705_159_4	159_4
GUT_GENOME065705_159_5	159_5
GUT_GENOME065705_159_6	159_6
GUT_GENOME065705_159_7	159_7
GUT_GENOME065705_160_1	160_1
GUT_GENOME065705_160_2	160_2
GUT_GENOME065705_160_3	160_3
GUT_GENOME065705_160_4	160_4
