GUT_GENOME065719_1_1	1_1
GUT_GENOME065719_13_18	13_18
GUT_GENOME065719_13_19	13_19
GUT_GENOME065719_13_20	13_20
GUT_GENOME065719_13_21	13_21
GUT_GENOME065719_13_22	13_22
GUT_GENOME065719_13_23	13_23
GUT_GENOME065719_13_24	13_24
GUT_GENOME065719_13_25	13_25
GUT_GENOME065719_13_26	13_26
GUT_GENOME065719_13_27	13_27
GUT_GENOME065719_13_28	13_28
GUT_GENOME065719_13_29	13_29
GUT_GENOME065719_13_30	13_30
GUT_GENOME065719_13_31	13_31
GUT_GENOME065719_13_32	13_32
GUT_GENOME065719_13_33	13_33
GUT_GENOME065719_13_34	13_34
GUT_GENOME065719_13_35	13_35
GUT_GENOME065719_13_36	13_36
GUT_GENOME065719_14_1	14_1
GUT_GENOME065719_14_2	14_2
GUT_GENOME065719_14_3	14_3
GUT_GENOME065719_14_4	14_4
GUT_GENOME065719_14_5	14_5
GUT_GENOME065719_14_6	14_6
GUT_GENOME065719_14_7	14_7
GUT_GENOME065719_14_8	14_8
GUT_GENOME065719_14_9	14_9
GUT_GENOME065719_14_10	14_10
GUT_GENOME065719_14_11	14_11
GUT_GENOME065719_14_12	14_12
GUT_GENOME065719_14_13	14_13
GUT_GENOME065719_14_14	14_14
GUT_GENOME065719_14_15	14_15
GUT_GENOME065719_14_16	14_16
GUT_GENOME065719_14_17	14_17
GUT_GENOME065719_14_18	14_18
GUT_GENOME065719_14_19	14_19
GUT_GENOME065719_14_20	14_20
GUT_GENOME065719_14_21	14_21
GUT_GENOME065719_14_22	14_22
GUT_GENOME065719_14_23	14_23
GUT_GENOME065719_14_24	14_24
GUT_GENOME065719_14_25	14_25
GUT_GENOME065719_14_26	14_26
GUT_GENOME065719_14_27	14_27
GUT_GENOME065719_15_1	15_1
GUT_GENOME065719_15_2	15_2
GUT_GENOME065719_15_3	15_3
GUT_GENOME065719_15_4	15_4
GUT_GENOME065719_15_5	15_5
GUT_GENOME065719_15_6	15_6
GUT_GENOME065719_15_7	15_7
GUT_GENOME065719_15_8	15_8
GUT_GENOME065719_15_9	15_9
GUT_GENOME065719_15_10	15_10
GUT_GENOME065719_15_11	15_11
GUT_GENOME065719_15_12	15_12
GUT_GENOME065719_15_13	15_13
GUT_GENOME065719_15_14	15_14
GUT_GENOME065719_15_15	15_15
GUT_GENOME065719_15_16	15_16
GUT_GENOME065719_15_17	15_17
GUT_GENOME065719_15_18	15_18
GUT_GENOME065719_15_19	15_19
GUT_GENOME065719_15_20	15_20
GUT_GENOME065719_15_21	15_21
GUT_GENOME065719_15_22	15_22
GUT_GENOME065719_15_23	15_23
GUT_GENOME065719_15_24	15_24
GUT_GENOME065719_15_25	15_25
GUT_GENOME065719_16_1	16_1
GUT_GENOME065719_16_2	16_2
GUT_GENOME065719_16_3	16_3
GUT_GENOME065719_16_4	16_4
GUT_GENOME065719_16_5	16_5
GUT_GENOME065719_16_6	16_6
GUT_GENOME065719_16_7	16_7
GUT_GENOME065719_16_8	16_8
GUT_GENOME065719_16_9	16_9
GUT_GENOME065719_16_10	16_10
GUT_GENOME065719_16_11	16_11
GUT_GENOME065719_16_12	16_12
GUT_GENOME065719_16_13	16_13
GUT_GENOME065719_16_14	16_14
GUT_GENOME065719_16_15	16_15
GUT_GENOME065719_16_16	16_16
GUT_GENOME065719_16_17	16_17
GUT_GENOME065719_16_18	16_18
GUT_GENOME065719_16_19	16_19
GUT_GENOME065719_16_20	16_20
GUT_GENOME065719_16_21	16_21
GUT_GENOME065719_16_22	16_22
GUT_GENOME065719_16_23	16_23
GUT_GENOME065719_16_24	16_24
GUT_GENOME065719_16_25	16_25
GUT_GENOME065719_16_26	16_26
GUT_GENOME065719_16_27	16_27
GUT_GENOME065719_16_28	16_28
GUT_GENOME065719_16_29	16_29
GUT_GENOME065719_16_30	16_30
GUT_GENOME065719_16_31	16_31
GUT_GENOME065719_16_32	16_32
GUT_GENOME065719_16_33	16_33
GUT_GENOME065719_16_34	16_34
GUT_GENOME065719_16_35	16_35
GUT_GENOME065719_16_36	16_36
GUT_GENOME065719_16_37	16_37
GUT_GENOME065719_16_38	16_38
GUT_GENOME065719_16_39	16_39
GUT_GENOME065719_16_40	16_40
GUT_GENOME065719_17_1	17_1
GUT_GENOME065719_17_2	17_2
GUT_GENOME065719_17_3	17_3
GUT_GENOME065719_17_4	17_4
GUT_GENOME065719_17_5	17_5
GUT_GENOME065719_17_6	17_6
GUT_GENOME065719_17_7	17_7
GUT_GENOME065719_17_8	17_8
GUT_GENOME065719_17_9	17_9
GUT_GENOME065719_17_10	17_10
GUT_GENOME065719_17_11	17_11
GUT_GENOME065719_17_12	17_12
GUT_GENOME065719_17_13	17_13
GUT_GENOME065719_17_14	17_14
GUT_GENOME065719_17_15	17_15
GUT_GENOME065719_17_16	17_16
GUT_GENOME065719_17_17	17_17
GUT_GENOME065719_17_18	17_18
GUT_GENOME065719_17_19	17_19
GUT_GENOME065719_17_20	17_20
GUT_GENOME065719_17_21	17_21
GUT_GENOME065719_17_22	17_22
GUT_GENOME065719_17_23	17_23
GUT_GENOME065719_17_24	17_24
GUT_GENOME065719_17_25	17_25
GUT_GENOME065719_17_26	17_26
GUT_GENOME065719_17_27	17_27
GUT_GENOME065719_17_28	17_28
GUT_GENOME065719_17_29	17_29
GUT_GENOME065719_17_30	17_30
GUT_GENOME065719_17_31	17_31
GUT_GENOME065719_17_32	17_32
GUT_GENOME065719_17_33	17_33
GUT_GENOME065719_17_34	17_34
GUT_GENOME065719_17_35	17_35
GUT_GENOME065719_18_1	18_1
GUT_GENOME065719_18_2	18_2
GUT_GENOME065719_18_3	18_3
GUT_GENOME065719_18_4	18_4
GUT_GENOME065719_18_5	18_5
GUT_GENOME065719_18_6	18_6
GUT_GENOME065719_18_7	18_7
GUT_GENOME065719_18_8	18_8
GUT_GENOME065719_18_9	18_9
GUT_GENOME065719_18_10	18_10
GUT_GENOME065719_18_11	18_11
GUT_GENOME065719_18_12	18_12
GUT_GENOME065719_18_13	18_13
GUT_GENOME065719_18_14	18_14
GUT_GENOME065719_18_15	18_15
GUT_GENOME065719_18_16	18_16
GUT_GENOME065719_18_17	18_17
GUT_GENOME065719_18_18	18_18
GUT_GENOME065719_18_19	18_19
GUT_GENOME065719_18_20	18_20
GUT_GENOME065719_18_21	18_21
GUT_GENOME065719_18_22	18_22
GUT_GENOME065719_18_23	18_23
GUT_GENOME065719_18_24	18_24
GUT_GENOME065719_19_1	19_1
GUT_GENOME065719_19_2	19_2
GUT_GENOME065719_19_3	19_3
GUT_GENOME065719_19_4	19_4
GUT_GENOME065719_19_5	19_5
GUT_GENOME065719_19_6	19_6
GUT_GENOME065719_19_7	19_7
GUT_GENOME065719_19_8	19_8
GUT_GENOME065719_19_9	19_9
GUT_GENOME065719_19_10	19_10
GUT_GENOME065719_19_11	19_11
GUT_GENOME065719_19_12	19_12
GUT_GENOME065719_19_13	19_13
GUT_GENOME065719_19_14	19_14
GUT_GENOME065719_19_15	19_15
GUT_GENOME065719_19_16	19_16
GUT_GENOME065719_19_17	19_17
GUT_GENOME065719_19_18	19_18
GUT_GENOME065719_19_19	19_19
GUT_GENOME065719_19_20	19_20
GUT_GENOME065719_19_21	19_21
GUT_GENOME065719_19_22	19_22
GUT_GENOME065719_19_23	19_23
GUT_GENOME065719_20_1	20_1
GUT_GENOME065719_20_2	20_2
GUT_GENOME065719_20_3	20_3
GUT_GENOME065719_20_4	20_4
GUT_GENOME065719_20_5	20_5
GUT_GENOME065719_20_6	20_6
GUT_GENOME065719_20_7	20_7
GUT_GENOME065719_20_8	20_8
GUT_GENOME065719_20_9	20_9
GUT_GENOME065719_20_10	20_10
GUT_GENOME065719_20_11	20_11
GUT_GENOME065719_20_12	20_12
GUT_GENOME065719_20_13	20_13
GUT_GENOME065719_20_14	20_14
GUT_GENOME065719_20_15	20_15
GUT_GENOME065719_20_16	20_16
GUT_GENOME065719_20_17	20_17
GUT_GENOME065719_20_18	20_18
GUT_GENOME065719_20_19	20_19
GUT_GENOME065719_20_20	20_20
GUT_GENOME065719_20_21	20_21
GUT_GENOME065719_20_22	20_22
GUT_GENOME065719_20_23	20_23
GUT_GENOME065719_20_24	20_24
GUT_GENOME065719_20_25	20_25
GUT_GENOME065719_20_26	20_26
GUT_GENOME065719_20_27	20_27
GUT_GENOME065719_21_1	21_1
GUT_GENOME065719_21_2	21_2
GUT_GENOME065719_21_3	21_3
GUT_GENOME065719_21_4	21_4
GUT_GENOME065719_21_5	21_5
GUT_GENOME065719_21_6	21_6
GUT_GENOME065719_21_7	21_7
GUT_GENOME065719_21_8	21_8
GUT_GENOME065719_21_9	21_9
GUT_GENOME065719_21_10	21_10
GUT_GENOME065719_21_11	21_11
GUT_GENOME065719_21_12	21_12
GUT_GENOME065719_21_13	21_13
GUT_GENOME065719_21_14	21_14
GUT_GENOME065719_21_15	21_15
GUT_GENOME065719_21_16	21_16
GUT_GENOME065719_21_17	21_17
GUT_GENOME065719_21_18	21_18
GUT_GENOME065719_21_19	21_19
GUT_GENOME065719_21_20	21_20
GUT_GENOME065719_22_1	22_1
GUT_GENOME065719_22_2	22_2
GUT_GENOME065719_22_3	22_3
GUT_GENOME065719_22_4	22_4
GUT_GENOME065719_22_5	22_5
GUT_GENOME065719_22_6	22_6
GUT_GENOME065719_22_7	22_7
GUT_GENOME065719_22_8	22_8
GUT_GENOME065719_22_9	22_9
GUT_GENOME065719_22_10	22_10
GUT_GENOME065719_22_11	22_11
GUT_GENOME065719_22_12	22_12
GUT_GENOME065719_22_13	22_13
GUT_GENOME065719_22_14	22_14
GUT_GENOME065719_22_15	22_15
GUT_GENOME065719_22_16	22_16
GUT_GENOME065719_22_17	22_17
GUT_GENOME065719_22_18	22_18
GUT_GENOME065719_22_19	22_19
GUT_GENOME065719_22_20	22_20
GUT_GENOME065719_22_21	22_21
GUT_GENOME065719_22_22	22_22
GUT_GENOME065719_22_23	22_23
GUT_GENOME065719_22_24	22_24
GUT_GENOME065719_22_25	22_25
GUT_GENOME065719_22_26	22_26
GUT_GENOME065719_22_27	22_27
GUT_GENOME065719_23_1	23_1
GUT_GENOME065719_23_2	23_2
GUT_GENOME065719_23_3	23_3
GUT_GENOME065719_23_4	23_4
GUT_GENOME065719_23_5	23_5
GUT_GENOME065719_23_6	23_6
GUT_GENOME065719_23_7	23_7
GUT_GENOME065719_23_8	23_8
GUT_GENOME065719_23_9	23_9
GUT_GENOME065719_23_10	23_10
GUT_GENOME065719_23_11	23_11
GUT_GENOME065719_23_12	23_12
GUT_GENOME065719_23_13	23_13
GUT_GENOME065719_23_14	23_14
GUT_GENOME065719_23_15	23_15
GUT_GENOME065719_23_16	23_16
GUT_GENOME065719_23_17	23_17
GUT_GENOME065719_23_18	23_18
GUT_GENOME065719_23_19	23_19
GUT_GENOME065719_23_20	23_20
GUT_GENOME065719_23_21	23_21
GUT_GENOME065719_23_22	23_22
GUT_GENOME065719_23_23	23_23
GUT_GENOME065719_24_1	24_1
GUT_GENOME065719_24_2	24_2
GUT_GENOME065719_24_3	24_3
GUT_GENOME065719_24_4	24_4
GUT_GENOME065719_24_5	24_5
GUT_GENOME065719_24_6	24_6
GUT_GENOME065719_24_7	24_7
GUT_GENOME065719_24_8	24_8
GUT_GENOME065719_24_9	24_9
GUT_GENOME065719_24_10	24_10
GUT_GENOME065719_24_11	24_11
GUT_GENOME065719_24_12	24_12
GUT_GENOME065719_24_13	24_13
GUT_GENOME065719_24_14	24_14
GUT_GENOME065719_24_15	24_15
GUT_GENOME065719_24_16	24_16
GUT_GENOME065719_24_17	24_17
GUT_GENOME065719_24_18	24_18
GUT_GENOME065719_24_19	24_19
GUT_GENOME065719_24_20	24_20
GUT_GENOME065719_24_21	24_21
GUT_GENOME065719_24_22	24_22
GUT_GENOME065719_24_23	24_23
GUT_GENOME065719_24_24	24_24
GUT_GENOME065719_25_1	25_1
GUT_GENOME065719_25_2	25_2
GUT_GENOME065719_25_3	25_3
GUT_GENOME065719_25_4	25_4
GUT_GENOME065719_25_5	25_5
GUT_GENOME065719_25_6	25_6
GUT_GENOME065719_25_7	25_7
GUT_GENOME065719_25_8	25_8
GUT_GENOME065719_25_9	25_9
GUT_GENOME065719_25_10	25_10
GUT_GENOME065719_25_11	25_11
GUT_GENOME065719_25_12	25_12
GUT_GENOME065719_25_13	25_13
GUT_GENOME065719_25_14	25_14
GUT_GENOME065719_25_15	25_15
GUT_GENOME065719_25_16	25_16
GUT_GENOME065719_25_17	25_17
GUT_GENOME065719_25_18	25_18
GUT_GENOME065719_25_19	25_19
GUT_GENOME065719_25_20	25_20
GUT_GENOME065719_25_21	25_21
GUT_GENOME065719_25_22	25_22
GUT_GENOME065719_25_23	25_23
GUT_GENOME065719_25_24	25_24
GUT_GENOME065719_25_25	25_25
GUT_GENOME065719_25_26	25_26
GUT_GENOME065719_25_27	25_27
GUT_GENOME065719_25_28	25_28
GUT_GENOME065719_25_29	25_29
GUT_GENOME065719_26_1	26_1
GUT_GENOME065719_26_2	26_2
GUT_GENOME065719_26_3	26_3
GUT_GENOME065719_26_4	26_4
GUT_GENOME065719_26_5	26_5
GUT_GENOME065719_26_6	26_6
GUT_GENOME065719_26_7	26_7
GUT_GENOME065719_26_8	26_8
GUT_GENOME065719_26_9	26_9
GUT_GENOME065719_26_10	26_10
GUT_GENOME065719_26_11	26_11
GUT_GENOME065719_26_12	26_12
GUT_GENOME065719_26_13	26_13
GUT_GENOME065719_26_14	26_14
GUT_GENOME065719_26_15	26_15
GUT_GENOME065719_26_16	26_16
GUT_GENOME065719_26_17	26_17
GUT_GENOME065719_26_18	26_18
GUT_GENOME065719_26_19	26_19
GUT_GENOME065719_26_20	26_20
GUT_GENOME065719_26_21	26_21
GUT_GENOME065719_27_1	27_1
GUT_GENOME065719_27_2	27_2
GUT_GENOME065719_27_3	27_3
GUT_GENOME065719_27_4	27_4
GUT_GENOME065719_27_5	27_5
GUT_GENOME065719_27_6	27_6
GUT_GENOME065719_27_7	27_7
GUT_GENOME065719_27_8	27_8
GUT_GENOME065719_27_9	27_9
GUT_GENOME065719_27_10	27_10
GUT_GENOME065719_27_11	27_11
GUT_GENOME065719_27_12	27_12
GUT_GENOME065719_27_13	27_13
GUT_GENOME065719_27_14	27_14
GUT_GENOME065719_27_15	27_15
GUT_GENOME065719_27_16	27_16
GUT_GENOME065719_27_17	27_17
GUT_GENOME065719_27_18	27_18
GUT_GENOME065719_28_1	28_1
GUT_GENOME065719_28_2	28_2
GUT_GENOME065719_28_3	28_3
GUT_GENOME065719_28_4	28_4
GUT_GENOME065719_28_5	28_5
GUT_GENOME065719_28_6	28_6
GUT_GENOME065719_28_7	28_7
GUT_GENOME065719_28_8	28_8
GUT_GENOME065719_28_9	28_9
GUT_GENOME065719_28_10	28_10
GUT_GENOME065719_28_11	28_11
GUT_GENOME065719_28_12	28_12
GUT_GENOME065719_28_13	28_13
GUT_GENOME065719_28_14	28_14
GUT_GENOME065719_28_15	28_15
GUT_GENOME065719_28_16	28_16
GUT_GENOME065719_28_17	28_17
GUT_GENOME065719_28_18	28_18
GUT_GENOME065719_28_19	28_19
GUT_GENOME065719_28_20	28_20
GUT_GENOME065719_28_21	28_21
GUT_GENOME065719_28_22	28_22
GUT_GENOME065719_28_23	28_23
GUT_GENOME065719_28_24	28_24
GUT_GENOME065719_28_25	28_25
GUT_GENOME065719_28_26	28_26
GUT_GENOME065719_29_1	29_1
GUT_GENOME065719_29_2	29_2
GUT_GENOME065719_29_3	29_3
GUT_GENOME065719_29_4	29_4
GUT_GENOME065719_29_5	29_5
GUT_GENOME065719_29_6	29_6
GUT_GENOME065719_29_7	29_7
GUT_GENOME065719_29_8	29_8
GUT_GENOME065719_29_9	29_9
GUT_GENOME065719_29_10	29_10
GUT_GENOME065719_29_11	29_11
GUT_GENOME065719_29_12	29_12
GUT_GENOME065719_29_13	29_13
GUT_GENOME065719_29_14	29_14
GUT_GENOME065719_30_1	30_1
GUT_GENOME065719_30_2	30_2
GUT_GENOME065719_30_3	30_3
GUT_GENOME065719_30_4	30_4
GUT_GENOME065719_30_5	30_5
GUT_GENOME065719_30_6	30_6
GUT_GENOME065719_30_7	30_7
GUT_GENOME065719_30_8	30_8
GUT_GENOME065719_30_9	30_9
GUT_GENOME065719_30_10	30_10
GUT_GENOME065719_30_11	30_11
GUT_GENOME065719_30_12	30_12
GUT_GENOME065719_30_13	30_13
GUT_GENOME065719_30_14	30_14
GUT_GENOME065719_30_15	30_15
GUT_GENOME065719_30_16	30_16
GUT_GENOME065719_30_17	30_17
GUT_GENOME065719_30_18	30_18
GUT_GENOME065719_30_19	30_19
GUT_GENOME065719_30_20	30_20
GUT_GENOME065719_30_21	30_21
GUT_GENOME065719_31_1	31_1
GUT_GENOME065719_31_2	31_2
GUT_GENOME065719_31_3	31_3
GUT_GENOME065719_31_4	31_4
GUT_GENOME065719_31_5	31_5
GUT_GENOME065719_31_6	31_6
GUT_GENOME065719_31_7	31_7
GUT_GENOME065719_31_8	31_8
GUT_GENOME065719_31_9	31_9
GUT_GENOME065719_31_10	31_10
GUT_GENOME065719_31_11	31_11
GUT_GENOME065719_31_12	31_12
GUT_GENOME065719_31_13	31_13
GUT_GENOME065719_31_14	31_14
GUT_GENOME065719_31_15	31_15
GUT_GENOME065719_31_16	31_16
GUT_GENOME065719_31_17	31_17
GUT_GENOME065719_31_18	31_18
GUT_GENOME065719_32_1	32_1
GUT_GENOME065719_32_2	32_2
GUT_GENOME065719_32_3	32_3
GUT_GENOME065719_32_4	32_4
GUT_GENOME065719_32_5	32_5
GUT_GENOME065719_32_6	32_6
GUT_GENOME065719_32_7	32_7
GUT_GENOME065719_32_8	32_8
GUT_GENOME065719_32_9	32_9
GUT_GENOME065719_32_10	32_10
GUT_GENOME065719_32_11	32_11
GUT_GENOME065719_32_12	32_12
GUT_GENOME065719_32_13	32_13
GUT_GENOME065719_33_1	33_1
GUT_GENOME065719_33_2	33_2
GUT_GENOME065719_33_3	33_3
GUT_GENOME065719_33_4	33_4
GUT_GENOME065719_33_5	33_5
GUT_GENOME065719_33_6	33_6
GUT_GENOME065719_33_7	33_7
GUT_GENOME065719_33_8	33_8
GUT_GENOME065719_33_9	33_9
GUT_GENOME065719_33_10	33_10
GUT_GENOME065719_33_11	33_11
GUT_GENOME065719_33_12	33_12
GUT_GENOME065719_33_13	33_13
GUT_GENOME065719_34_1	34_1
GUT_GENOME065719_34_2	34_2
GUT_GENOME065719_34_3	34_3
GUT_GENOME065719_34_4	34_4
GUT_GENOME065719_34_5	34_5
GUT_GENOME065719_34_6	34_6
GUT_GENOME065719_34_7	34_7
GUT_GENOME065719_34_8	34_8
GUT_GENOME065719_34_9	34_9
GUT_GENOME065719_34_10	34_10
GUT_GENOME065719_34_11	34_11
GUT_GENOME065719_34_12	34_12
GUT_GENOME065719_34_13	34_13
GUT_GENOME065719_34_14	34_14
GUT_GENOME065719_34_15	34_15
GUT_GENOME065719_34_16	34_16
GUT_GENOME065719_34_17	34_17
GUT_GENOME065719_34_18	34_18
GUT_GENOME065719_35_1	35_1
GUT_GENOME065719_35_2	35_2
GUT_GENOME065719_35_3	35_3
GUT_GENOME065719_35_4	35_4
GUT_GENOME065719_35_5	35_5
GUT_GENOME065719_35_6	35_6
GUT_GENOME065719_35_7	35_7
GUT_GENOME065719_35_8	35_8
GUT_GENOME065719_35_9	35_9
GUT_GENOME065719_35_10	35_10
GUT_GENOME065719_35_11	35_11
GUT_GENOME065719_35_12	35_12
GUT_GENOME065719_35_13	35_13
GUT_GENOME065719_35_14	35_14
GUT_GENOME065719_36_1	36_1
GUT_GENOME065719_36_2	36_2
GUT_GENOME065719_36_3	36_3
GUT_GENOME065719_36_4	36_4
GUT_GENOME065719_36_5	36_5
GUT_GENOME065719_36_6	36_6
GUT_GENOME065719_36_7	36_7
GUT_GENOME065719_36_8	36_8
GUT_GENOME065719_36_9	36_9
GUT_GENOME065719_36_10	36_10
GUT_GENOME065719_36_11	36_11
GUT_GENOME065719_36_12	36_12
GUT_GENOME065719_36_13	36_13
GUT_GENOME065719_36_14	36_14
GUT_GENOME065719_36_15	36_15
GUT_GENOME065719_36_16	36_16
GUT_GENOME065719_36_17	36_17
GUT_GENOME065719_36_18	36_18
GUT_GENOME065719_37_1	37_1
GUT_GENOME065719_37_2	37_2
GUT_GENOME065719_37_3	37_3
GUT_GENOME065719_37_4	37_4
GUT_GENOME065719_37_5	37_5
GUT_GENOME065719_37_6	37_6
GUT_GENOME065719_37_7	37_7
GUT_GENOME065719_37_8	37_8
GUT_GENOME065719_37_9	37_9
GUT_GENOME065719_37_10	37_10
GUT_GENOME065719_37_11	37_11
GUT_GENOME065719_37_12	37_12
GUT_GENOME065719_37_13	37_13
GUT_GENOME065719_37_14	37_14
GUT_GENOME065719_37_15	37_15
GUT_GENOME065719_37_16	37_16
GUT_GENOME065719_37_17	37_17
GUT_GENOME065719_37_18	37_18
GUT_GENOME065719_37_19	37_19
GUT_GENOME065719_37_20	37_20
GUT_GENOME065719_37_21	37_21
GUT_GENOME065719_37_22	37_22
GUT_GENOME065719_38_1	38_1
GUT_GENOME065719_38_2	38_2
GUT_GENOME065719_38_3	38_3
GUT_GENOME065719_38_4	38_4
GUT_GENOME065719_38_5	38_5
GUT_GENOME065719_38_6	38_6
GUT_GENOME065719_38_7	38_7
GUT_GENOME065719_38_8	38_8
GUT_GENOME065719_38_9	38_9
GUT_GENOME065719_38_10	38_10
GUT_GENOME065719_38_11	38_11
GUT_GENOME065719_38_12	38_12
GUT_GENOME065719_38_13	38_13
GUT_GENOME065719_38_14	38_14
GUT_GENOME065719_38_15	38_15
GUT_GENOME065719_38_16	38_16
GUT_GENOME065719_38_17	38_17
GUT_GENOME065719_38_18	38_18
GUT_GENOME065719_38_19	38_19
GUT_GENOME065719_38_20	38_20
GUT_GENOME065719_38_21	38_21
GUT_GENOME065719_38_22	38_22
GUT_GENOME065719_39_1	39_1
GUT_GENOME065719_39_2	39_2
GUT_GENOME065719_39_3	39_3
GUT_GENOME065719_39_4	39_4
GUT_GENOME065719_39_5	39_5
GUT_GENOME065719_39_6	39_6
GUT_GENOME065719_39_7	39_7
GUT_GENOME065719_39_8	39_8
GUT_GENOME065719_39_9	39_9
GUT_GENOME065719_39_10	39_10
GUT_GENOME065719_39_11	39_11
GUT_GENOME065719_39_12	39_12
GUT_GENOME065719_39_13	39_13
GUT_GENOME065719_39_14	39_14
GUT_GENOME065719_39_15	39_15
GUT_GENOME065719_39_16	39_16
GUT_GENOME065719_39_17	39_17
GUT_GENOME065719_39_18	39_18
GUT_GENOME065719_39_19	39_19
GUT_GENOME065719_40_1	40_1
GUT_GENOME065719_40_2	40_2
GUT_GENOME065719_40_3	40_3
GUT_GENOME065719_40_4	40_4
GUT_GENOME065719_40_5	40_5
GUT_GENOME065719_40_6	40_6
GUT_GENOME065719_40_7	40_7
GUT_GENOME065719_40_8	40_8
GUT_GENOME065719_40_9	40_9
GUT_GENOME065719_40_10	40_10
GUT_GENOME065719_40_11	40_11
GUT_GENOME065719_41_1	41_1
GUT_GENOME065719_41_2	41_2
GUT_GENOME065719_41_3	41_3
GUT_GENOME065719_41_4	41_4
GUT_GENOME065719_41_5	41_5
GUT_GENOME065719_41_6	41_6
GUT_GENOME065719_41_7	41_7
GUT_GENOME065719_41_8	41_8
GUT_GENOME065719_41_9	41_9
GUT_GENOME065719_41_10	41_10
GUT_GENOME065719_41_11	41_11
GUT_GENOME065719_41_12	41_12
GUT_GENOME065719_41_13	41_13
GUT_GENOME065719_41_14	41_14
GUT_GENOME065719_41_15	41_15
GUT_GENOME065719_41_16	41_16
GUT_GENOME065719_42_1	42_1
GUT_GENOME065719_42_2	42_2
GUT_GENOME065719_42_3	42_3
GUT_GENOME065719_42_4	42_4
GUT_GENOME065719_42_5	42_5
GUT_GENOME065719_42_6	42_6
GUT_GENOME065719_42_7	42_7
GUT_GENOME065719_42_8	42_8
GUT_GENOME065719_42_9	42_9
GUT_GENOME065719_42_10	42_10
GUT_GENOME065719_42_11	42_11
GUT_GENOME065719_42_12	42_12
GUT_GENOME065719_42_13	42_13
GUT_GENOME065719_42_14	42_14
GUT_GENOME065719_42_15	42_15
GUT_GENOME065719_43_1	43_1
GUT_GENOME065719_43_2	43_2
GUT_GENOME065719_43_3	43_3
GUT_GENOME065719_43_4	43_4
GUT_GENOME065719_43_5	43_5
GUT_GENOME065719_43_6	43_6
GUT_GENOME065719_43_7	43_7
GUT_GENOME065719_43_8	43_8
GUT_GENOME065719_43_9	43_9
GUT_GENOME065719_43_10	43_10
GUT_GENOME065719_43_11	43_11
GUT_GENOME065719_43_12	43_12
GUT_GENOME065719_43_13	43_13
GUT_GENOME065719_43_14	43_14
GUT_GENOME065719_44_1	44_1
GUT_GENOME065719_44_2	44_2
GUT_GENOME065719_44_3	44_3
GUT_GENOME065719_44_4	44_4
GUT_GENOME065719_44_5	44_5
GUT_GENOME065719_44_6	44_6
GUT_GENOME065719_44_7	44_7
GUT_GENOME065719_44_8	44_8
GUT_GENOME065719_44_9	44_9
GUT_GENOME065719_44_10	44_10
GUT_GENOME065719_44_11	44_11
GUT_GENOME065719_44_12	44_12
GUT_GENOME065719_44_13	44_13
GUT_GENOME065719_45_1	45_1
GUT_GENOME065719_45_2	45_2
GUT_GENOME065719_45_3	45_3
GUT_GENOME065719_45_4	45_4
GUT_GENOME065719_45_5	45_5
GUT_GENOME065719_45_6	45_6
GUT_GENOME065719_45_7	45_7
GUT_GENOME065719_45_8	45_8
GUT_GENOME065719_45_9	45_9
GUT_GENOME065719_45_10	45_10
GUT_GENOME065719_45_11	45_11
GUT_GENOME065719_45_12	45_12
GUT_GENOME065719_45_13	45_13
GUT_GENOME065719_45_14	45_14
GUT_GENOME065719_45_15	45_15
GUT_GENOME065719_46_1	46_1
GUT_GENOME065719_46_2	46_2
GUT_GENOME065719_46_3	46_3
GUT_GENOME065719_46_4	46_4
GUT_GENOME065719_46_5	46_5
GUT_GENOME065719_46_6	46_6
GUT_GENOME065719_46_7	46_7
GUT_GENOME065719_46_8	46_8
GUT_GENOME065719_46_9	46_9
GUT_GENOME065719_46_10	46_10
GUT_GENOME065719_46_11	46_11
GUT_GENOME065719_46_12	46_12
GUT_GENOME065719_46_13	46_13
GUT_GENOME065719_46_14	46_14
GUT_GENOME065719_47_1	47_1
GUT_GENOME065719_47_2	47_2
GUT_GENOME065719_47_3	47_3
GUT_GENOME065719_47_4	47_4
GUT_GENOME065719_47_5	47_5
GUT_GENOME065719_47_6	47_6
GUT_GENOME065719_47_7	47_7
GUT_GENOME065719_47_8	47_8
GUT_GENOME065719_47_9	47_9
GUT_GENOME065719_47_10	47_10
GUT_GENOME065719_47_11	47_11
GUT_GENOME065719_47_12	47_12
GUT_GENOME065719_47_13	47_13
GUT_GENOME065719_47_14	47_14
GUT_GENOME065719_47_15	47_15
GUT_GENOME065719_48_1	48_1
GUT_GENOME065719_48_2	48_2
GUT_GENOME065719_48_3	48_3
GUT_GENOME065719_48_4	48_4
GUT_GENOME065719_48_5	48_5
GUT_GENOME065719_48_6	48_6
GUT_GENOME065719_48_7	48_7
GUT_GENOME065719_48_8	48_8
GUT_GENOME065719_48_9	48_9
GUT_GENOME065719_48_10	48_10
GUT_GENOME065719_48_11	48_11
GUT_GENOME065719_48_12	48_12
GUT_GENOME065719_48_13	48_13
GUT_GENOME065719_48_14	48_14
GUT_GENOME065719_48_15	48_15
GUT_GENOME065719_48_16	48_16
GUT_GENOME065719_49_1	49_1
GUT_GENOME065719_49_2	49_2
GUT_GENOME065719_49_3	49_3
GUT_GENOME065719_49_4	49_4
GUT_GENOME065719_49_5	49_5
GUT_GENOME065719_49_6	49_6
