GUT_GENOME141191_1_1	1_1
GUT_GENOME141191_21_6	21_6
GUT_GENOME141191_21_7	21_7
GUT_GENOME141191_21_8	21_8
GUT_GENOME141191_21_9	21_9
GUT_GENOME141191_21_10	21_10
GUT_GENOME141191_21_11	21_11
GUT_GENOME141191_21_12	21_12
GUT_GENOME141191_21_13	21_13
GUT_GENOME141191_21_14	21_14
GUT_GENOME141191_21_15	21_15
GUT_GENOME141191_21_16	21_16
GUT_GENOME141191_21_17	21_17
GUT_GENOME141191_21_18	21_18
GUT_GENOME141191_21_19	21_19
GUT_GENOME141191_21_20	21_20
GUT_GENOME141191_21_21	21_21
GUT_GENOME141191_21_22	21_22
GUT_GENOME141191_21_23	21_23
GUT_GENOME141191_21_24	21_24
GUT_GENOME141191_21_25	21_25
GUT_GENOME141191_21_26	21_26
GUT_GENOME141191_21_27	21_27
GUT_GENOME141191_21_28	21_28
GUT_GENOME141191_21_29	21_29
GUT_GENOME141191_21_30	21_30
GUT_GENOME141191_21_31	21_31
GUT_GENOME141191_21_32	21_32
GUT_GENOME141191_21_33	21_33
GUT_GENOME141191_21_34	21_34
GUT_GENOME141191_21_35	21_35
GUT_GENOME141191_21_36	21_36
GUT_GENOME141191_21_37	21_37
GUT_GENOME141191_21_38	21_38
GUT_GENOME141191_21_39	21_39
GUT_GENOME141191_21_40	21_40
GUT_GENOME141191_22_1	22_1
GUT_GENOME141191_22_2	22_2
GUT_GENOME141191_22_3	22_3
GUT_GENOME141191_22_4	22_4
GUT_GENOME141191_22_5	22_5
GUT_GENOME141191_22_6	22_6
GUT_GENOME141191_22_7	22_7
GUT_GENOME141191_22_8	22_8
GUT_GENOME141191_22_9	22_9
GUT_GENOME141191_22_10	22_10
GUT_GENOME141191_22_11	22_11
GUT_GENOME141191_22_12	22_12
GUT_GENOME141191_22_13	22_13
GUT_GENOME141191_22_14	22_14
GUT_GENOME141191_22_15	22_15
GUT_GENOME141191_22_16	22_16
GUT_GENOME141191_22_17	22_17
GUT_GENOME141191_22_18	22_18
GUT_GENOME141191_22_19	22_19
GUT_GENOME141191_22_20	22_20
GUT_GENOME141191_22_21	22_21
GUT_GENOME141191_22_22	22_22
GUT_GENOME141191_22_23	22_23
GUT_GENOME141191_22_24	22_24
GUT_GENOME141191_22_25	22_25
GUT_GENOME141191_22_26	22_26
GUT_GENOME141191_22_27	22_27
GUT_GENOME141191_22_28	22_28
GUT_GENOME141191_22_29	22_29
GUT_GENOME141191_22_30	22_30
GUT_GENOME141191_22_31	22_31
GUT_GENOME141191_22_32	22_32
GUT_GENOME141191_22_33	22_33
GUT_GENOME141191_22_34	22_34
GUT_GENOME141191_22_35	22_35
GUT_GENOME141191_22_36	22_36
GUT_GENOME141191_22_37	22_37
GUT_GENOME141191_22_38	22_38
GUT_GENOME141191_22_39	22_39
GUT_GENOME141191_22_40	22_40
GUT_GENOME141191_22_41	22_41
GUT_GENOME141191_22_42	22_42
GUT_GENOME141191_22_43	22_43
GUT_GENOME141191_22_44	22_44
GUT_GENOME141191_22_45	22_45
GUT_GENOME141191_22_46	22_46
GUT_GENOME141191_22_47	22_47
GUT_GENOME141191_22_48	22_48
GUT_GENOME141191_22_49	22_49
GUT_GENOME141191_22_50	22_50
GUT_GENOME141191_22_51	22_51
GUT_GENOME141191_22_52	22_52
GUT_GENOME141191_22_53	22_53
GUT_GENOME141191_22_54	22_54
GUT_GENOME141191_22_55	22_55
GUT_GENOME141191_22_56	22_56
GUT_GENOME141191_22_57	22_57
GUT_GENOME141191_22_58	22_58
GUT_GENOME141191_22_59	22_59
GUT_GENOME141191_22_60	22_60
GUT_GENOME141191_22_61	22_61
GUT_GENOME141191_22_62	22_62
GUT_GENOME141191_22_63	22_63
GUT_GENOME141191_22_64	22_64
GUT_GENOME141191_22_65	22_65
GUT_GENOME141191_22_66	22_66
GUT_GENOME141191_22_67	22_67
GUT_GENOME141191_22_68	22_68
GUT_GENOME141191_22_69	22_69
GUT_GENOME141191_22_70	22_70
GUT_GENOME141191_22_71	22_71
GUT_GENOME141191_22_72	22_72
GUT_GENOME141191_22_73	22_73
GUT_GENOME141191_22_74	22_74
GUT_GENOME141191_22_75	22_75
GUT_GENOME141191_22_76	22_76
GUT_GENOME141191_22_77	22_77
GUT_GENOME141191_22_78	22_78
GUT_GENOME141191_22_79	22_79
GUT_GENOME141191_23_1	23_1
GUT_GENOME141191_23_2	23_2
GUT_GENOME141191_23_3	23_3
GUT_GENOME141191_23_4	23_4
GUT_GENOME141191_23_5	23_5
GUT_GENOME141191_23_6	23_6
GUT_GENOME141191_23_7	23_7
GUT_GENOME141191_23_8	23_8
GUT_GENOME141191_23_9	23_9
GUT_GENOME141191_23_10	23_10
GUT_GENOME141191_23_11	23_11
GUT_GENOME141191_23_12	23_12
GUT_GENOME141191_23_13	23_13
GUT_GENOME141191_23_14	23_14
GUT_GENOME141191_23_15	23_15
GUT_GENOME141191_23_16	23_16
GUT_GENOME141191_23_17	23_17
GUT_GENOME141191_23_18	23_18
GUT_GENOME141191_23_19	23_19
GUT_GENOME141191_23_20	23_20
GUT_GENOME141191_23_21	23_21
GUT_GENOME141191_23_22	23_22
GUT_GENOME141191_23_23	23_23
GUT_GENOME141191_23_24	23_24
GUT_GENOME141191_23_25	23_25
GUT_GENOME141191_23_26	23_26
GUT_GENOME141191_23_27	23_27
GUT_GENOME141191_23_28	23_28
GUT_GENOME141191_23_29	23_29
GUT_GENOME141191_23_30	23_30
GUT_GENOME141191_23_31	23_31
GUT_GENOME141191_23_32	23_32
GUT_GENOME141191_23_33	23_33
GUT_GENOME141191_23_34	23_34
GUT_GENOME141191_23_35	23_35
GUT_GENOME141191_23_36	23_36
GUT_GENOME141191_23_37	23_37
GUT_GENOME141191_23_38	23_38
GUT_GENOME141191_23_39	23_39
GUT_GENOME141191_23_40	23_40
GUT_GENOME141191_23_41	23_41
GUT_GENOME141191_23_42	23_42
GUT_GENOME141191_23_43	23_43
GUT_GENOME141191_23_44	23_44
GUT_GENOME141191_23_45	23_45
GUT_GENOME141191_23_46	23_46
GUT_GENOME141191_23_47	23_47
GUT_GENOME141191_23_48	23_48
GUT_GENOME141191_23_49	23_49
GUT_GENOME141191_23_50	23_50
GUT_GENOME141191_23_51	23_51
GUT_GENOME141191_23_52	23_52
GUT_GENOME141191_23_53	23_53
GUT_GENOME141191_23_54	23_54
GUT_GENOME141191_23_55	23_55
GUT_GENOME141191_23_56	23_56
GUT_GENOME141191_23_57	23_57
GUT_GENOME141191_23_58	23_58
GUT_GENOME141191_23_59	23_59
GUT_GENOME141191_23_60	23_60
GUT_GENOME141191_23_61	23_61
GUT_GENOME141191_23_62	23_62
GUT_GENOME141191_23_63	23_63
GUT_GENOME141191_23_64	23_64
GUT_GENOME141191_23_65	23_65
GUT_GENOME141191_23_66	23_66
GUT_GENOME141191_23_67	23_67
GUT_GENOME141191_23_68	23_68
GUT_GENOME141191_23_69	23_69
GUT_GENOME141191_23_70	23_70
GUT_GENOME141191_23_71	23_71
GUT_GENOME141191_23_72	23_72
GUT_GENOME141191_23_73	23_73
GUT_GENOME141191_23_74	23_74
GUT_GENOME141191_23_75	23_75
GUT_GENOME141191_23_76	23_76
GUT_GENOME141191_23_77	23_77
GUT_GENOME141191_23_78	23_78
GUT_GENOME141191_23_79	23_79
GUT_GENOME141191_23_80	23_80
GUT_GENOME141191_23_81	23_81
GUT_GENOME141191_23_82	23_82
GUT_GENOME141191_23_83	23_83
GUT_GENOME141191_23_84	23_84
GUT_GENOME141191_23_85	23_85
GUT_GENOME141191_23_86	23_86
GUT_GENOME141191_23_87	23_87
GUT_GENOME141191_23_88	23_88
GUT_GENOME141191_23_89	23_89
GUT_GENOME141191_23_90	23_90
GUT_GENOME141191_23_91	23_91
GUT_GENOME141191_23_92	23_92
GUT_GENOME141191_23_93	23_93
GUT_GENOME141191_23_94	23_94
GUT_GENOME141191_23_95	23_95
GUT_GENOME141191_23_96	23_96
GUT_GENOME141191_23_97	23_97
GUT_GENOME141191_23_98	23_98
GUT_GENOME141191_23_99	23_99
GUT_GENOME141191_23_100	23_100
GUT_GENOME141191_23_101	23_101
GUT_GENOME141191_23_102	23_102
GUT_GENOME141191_23_103	23_103
GUT_GENOME141191_23_104	23_104
GUT_GENOME141191_23_105	23_105
GUT_GENOME141191_23_106	23_106
GUT_GENOME141191_23_107	23_107
GUT_GENOME141191_23_108	23_108
GUT_GENOME141191_23_109	23_109
GUT_GENOME141191_23_110	23_110
GUT_GENOME141191_23_111	23_111
GUT_GENOME141191_23_112	23_112
GUT_GENOME141191_23_113	23_113
GUT_GENOME141191_23_114	23_114
GUT_GENOME141191_23_115	23_115
GUT_GENOME141191_23_116	23_116
GUT_GENOME141191_23_117	23_117
GUT_GENOME141191_23_118	23_118
GUT_GENOME141191_23_119	23_119
GUT_GENOME141191_23_120	23_120
GUT_GENOME141191_23_121	23_121
GUT_GENOME141191_23_122	23_122
GUT_GENOME141191_23_123	23_123
GUT_GENOME141191_23_124	23_124
GUT_GENOME141191_23_125	23_125
GUT_GENOME141191_23_126	23_126
GUT_GENOME141191_23_127	23_127
GUT_GENOME141191_23_128	23_128
GUT_GENOME141191_23_129	23_129
GUT_GENOME141191_23_130	23_130
GUT_GENOME141191_23_131	23_131
GUT_GENOME141191_23_132	23_132
GUT_GENOME141191_23_133	23_133
GUT_GENOME141191_23_134	23_134
GUT_GENOME141191_23_135	23_135
GUT_GENOME141191_23_136	23_136
GUT_GENOME141191_23_137	23_137
GUT_GENOME141191_23_138	23_138
GUT_GENOME141191_23_139	23_139
GUT_GENOME141191_23_140	23_140
GUT_GENOME141191_23_141	23_141
GUT_GENOME141191_23_142	23_142
GUT_GENOME141191_23_143	23_143
GUT_GENOME141191_23_144	23_144
GUT_GENOME141191_24_1	24_1
GUT_GENOME141191_24_2	24_2
GUT_GENOME141191_24_3	24_3
GUT_GENOME141191_24_4	24_4
GUT_GENOME141191_24_5	24_5
GUT_GENOME141191_24_6	24_6
GUT_GENOME141191_24_7	24_7
GUT_GENOME141191_24_8	24_8
GUT_GENOME141191_25_1	25_1
GUT_GENOME141191_25_2	25_2
GUT_GENOME141191_25_3	25_3
GUT_GENOME141191_25_4	25_4
GUT_GENOME141191_25_5	25_5
GUT_GENOME141191_25_6	25_6
GUT_GENOME141191_25_7	25_7
GUT_GENOME141191_25_8	25_8
GUT_GENOME141191_25_9	25_9
GUT_GENOME141191_25_10	25_10
GUT_GENOME141191_25_11	25_11
GUT_GENOME141191_25_12	25_12
GUT_GENOME141191_25_13	25_13
GUT_GENOME141191_25_14	25_14
GUT_GENOME141191_25_15	25_15
GUT_GENOME141191_25_16	25_16
GUT_GENOME141191_25_17	25_17
GUT_GENOME141191_26_1	26_1
GUT_GENOME141191_26_2	26_2
GUT_GENOME141191_26_3	26_3
GUT_GENOME141191_26_4	26_4
GUT_GENOME141191_26_5	26_5
GUT_GENOME141191_26_6	26_6
GUT_GENOME141191_26_7	26_7
GUT_GENOME141191_26_8	26_8
GUT_GENOME141191_26_9	26_9
GUT_GENOME141191_26_10	26_10
GUT_GENOME141191_26_11	26_11
GUT_GENOME141191_26_12	26_12
GUT_GENOME141191_26_13	26_13
GUT_GENOME141191_26_14	26_14
GUT_GENOME141191_26_15	26_15
GUT_GENOME141191_26_16	26_16
GUT_GENOME141191_26_17	26_17
GUT_GENOME141191_26_18	26_18
GUT_GENOME141191_26_19	26_19
GUT_GENOME141191_26_20	26_20
GUT_GENOME141191_27_1	27_1
GUT_GENOME141191_27_2	27_2
GUT_GENOME141191_27_3	27_3
GUT_GENOME141191_27_4	27_4
GUT_GENOME141191_27_5	27_5
GUT_GENOME141191_27_6	27_6
GUT_GENOME141191_27_7	27_7
GUT_GENOME141191_27_8	27_8
GUT_GENOME141191_27_9	27_9
GUT_GENOME141191_27_10	27_10
GUT_GENOME141191_27_11	27_11
GUT_GENOME141191_28_1	28_1
GUT_GENOME141191_28_2	28_2
GUT_GENOME141191_28_3	28_3
GUT_GENOME141191_28_4	28_4
GUT_GENOME141191_28_5	28_5
GUT_GENOME141191_28_6	28_6
GUT_GENOME141191_28_7	28_7
GUT_GENOME141191_28_8	28_8
GUT_GENOME141191_28_9	28_9
GUT_GENOME141191_28_10	28_10
GUT_GENOME141191_28_11	28_11
GUT_GENOME141191_28_12	28_12
GUT_GENOME141191_28_13	28_13
GUT_GENOME141191_28_14	28_14
GUT_GENOME141191_28_15	28_15
GUT_GENOME141191_28_16	28_16
GUT_GENOME141191_28_17	28_17
GUT_GENOME141191_28_18	28_18
GUT_GENOME141191_28_19	28_19
GUT_GENOME141191_28_20	28_20
GUT_GENOME141191_28_21	28_21
GUT_GENOME141191_28_22	28_22
GUT_GENOME141191_28_23	28_23
GUT_GENOME141191_28_24	28_24
GUT_GENOME141191_28_25	28_25
GUT_GENOME141191_28_26	28_26
GUT_GENOME141191_28_27	28_27
GUT_GENOME141191_28_28	28_28
GUT_GENOME141191_28_29	28_29
GUT_GENOME141191_28_30	28_30
GUT_GENOME141191_28_31	28_31
GUT_GENOME141191_28_32	28_32
GUT_GENOME141191_28_33	28_33
GUT_GENOME141191_28_34	28_34
GUT_GENOME141191_28_35	28_35
GUT_GENOME141191_28_36	28_36
GUT_GENOME141191_28_37	28_37
GUT_GENOME141191_28_38	28_38
GUT_GENOME141191_28_39	28_39
GUT_GENOME141191_28_40	28_40
GUT_GENOME141191_28_41	28_41
GUT_GENOME141191_28_42	28_42
GUT_GENOME141191_28_43	28_43
GUT_GENOME141191_28_44	28_44
GUT_GENOME141191_28_45	28_45
GUT_GENOME141191_28_46	28_46
GUT_GENOME141191_28_47	28_47
GUT_GENOME141191_28_48	28_48
GUT_GENOME141191_28_49	28_49
GUT_GENOME141191_28_50	28_50
GUT_GENOME141191_28_51	28_51
GUT_GENOME141191_28_52	28_52
GUT_GENOME141191_28_53	28_53
GUT_GENOME141191_28_54	28_54
GUT_GENOME141191_28_55	28_55
GUT_GENOME141191_28_56	28_56
GUT_GENOME141191_28_57	28_57
GUT_GENOME141191_28_58	28_58
GUT_GENOME141191_28_59	28_59
GUT_GENOME141191_28_60	28_60
GUT_GENOME141191_28_61	28_61
GUT_GENOME141191_28_62	28_62
GUT_GENOME141191_28_63	28_63
GUT_GENOME141191_28_64	28_64
GUT_GENOME141191_28_65	28_65
GUT_GENOME141191_28_66	28_66
GUT_GENOME141191_28_67	28_67
GUT_GENOME141191_28_68	28_68
GUT_GENOME141191_28_69	28_69
GUT_GENOME141191_29_1	29_1
GUT_GENOME141191_29_2	29_2
GUT_GENOME141191_29_3	29_3
GUT_GENOME141191_30_1	30_1
GUT_GENOME141191_30_2	30_2
GUT_GENOME141191_30_3	30_3
GUT_GENOME141191_30_4	30_4
GUT_GENOME141191_30_5	30_5
GUT_GENOME141191_30_6	30_6
GUT_GENOME141191_30_7	30_7
GUT_GENOME141191_30_8	30_8
GUT_GENOME141191_30_9	30_9
GUT_GENOME141191_30_10	30_10
GUT_GENOME141191_30_11	30_11
GUT_GENOME141191_30_12	30_12
GUT_GENOME141191_30_13	30_13
GUT_GENOME141191_30_14	30_14
GUT_GENOME141191_30_15	30_15
GUT_GENOME141191_30_16	30_16
GUT_GENOME141191_30_17	30_17
GUT_GENOME141191_30_18	30_18
GUT_GENOME141191_30_19	30_19
GUT_GENOME141191_30_20	30_20
GUT_GENOME141191_30_21	30_21
GUT_GENOME141191_30_22	30_22
GUT_GENOME141191_31_1	31_1
GUT_GENOME141191_31_2	31_2
GUT_GENOME141191_31_3	31_3
GUT_GENOME141191_31_4	31_4
GUT_GENOME141191_31_5	31_5
GUT_GENOME141191_31_6	31_6
GUT_GENOME141191_31_7	31_7
GUT_GENOME141191_31_8	31_8
GUT_GENOME141191_31_9	31_9
GUT_GENOME141191_31_10	31_10
GUT_GENOME141191_31_11	31_11
GUT_GENOME141191_31_12	31_12
GUT_GENOME141191_31_13	31_13
GUT_GENOME141191_31_14	31_14
GUT_GENOME141191_31_15	31_15
GUT_GENOME141191_31_16	31_16
GUT_GENOME141191_31_17	31_17
GUT_GENOME141191_31_18	31_18
GUT_GENOME141191_31_19	31_19
GUT_GENOME141191_31_20	31_20
GUT_GENOME141191_32_1	32_1
GUT_GENOME141191_32_2	32_2
GUT_GENOME141191_32_3	32_3
GUT_GENOME141191_32_4	32_4
GUT_GENOME141191_32_5	32_5
GUT_GENOME141191_32_6	32_6
GUT_GENOME141191_32_7	32_7
GUT_GENOME141191_32_8	32_8
GUT_GENOME141191_32_9	32_9
GUT_GENOME141191_32_10	32_10
GUT_GENOME141191_32_11	32_11
GUT_GENOME141191_32_12	32_12
GUT_GENOME141191_32_13	32_13
GUT_GENOME141191_32_14	32_14
GUT_GENOME141191_32_15	32_15
GUT_GENOME141191_32_16	32_16
GUT_GENOME141191_32_17	32_17
GUT_GENOME141191_32_18	32_18
GUT_GENOME141191_32_19	32_19
GUT_GENOME141191_32_20	32_20
GUT_GENOME141191_32_21	32_21
GUT_GENOME141191_32_22	32_22
GUT_GENOME141191_32_23	32_23
GUT_GENOME141191_32_24	32_24
GUT_GENOME141191_32_25	32_25
GUT_GENOME141191_32_26	32_26
GUT_GENOME141191_32_27	32_27
GUT_GENOME141191_32_28	32_28
GUT_GENOME141191_32_29	32_29
GUT_GENOME141191_32_30	32_30
GUT_GENOME141191_32_31	32_31
GUT_GENOME141191_32_32	32_32
GUT_GENOME141191_32_33	32_33
GUT_GENOME141191_32_34	32_34
GUT_GENOME141191_32_35	32_35
GUT_GENOME141191_32_36	32_36
GUT_GENOME141191_32_37	32_37
GUT_GENOME141191_32_38	32_38
GUT_GENOME141191_32_39	32_39
GUT_GENOME141191_32_40	32_40
GUT_GENOME141191_32_41	32_41
GUT_GENOME141191_32_42	32_42
GUT_GENOME141191_32_43	32_43
GUT_GENOME141191_32_44	32_44
GUT_GENOME141191_32_45	32_45
GUT_GENOME141191_32_46	32_46
GUT_GENOME141191_32_47	32_47
GUT_GENOME141191_32_48	32_48
GUT_GENOME141191_32_49	32_49
GUT_GENOME141191_32_50	32_50
GUT_GENOME141191_32_51	32_51
GUT_GENOME141191_32_52	32_52
GUT_GENOME141191_32_53	32_53
GUT_GENOME141191_32_54	32_54
GUT_GENOME141191_32_55	32_55
GUT_GENOME141191_32_56	32_56
GUT_GENOME141191_32_57	32_57
GUT_GENOME141191_32_58	32_58
GUT_GENOME141191_32_59	32_59
GUT_GENOME141191_32_60	32_60
GUT_GENOME141191_32_61	32_61
GUT_GENOME141191_32_62	32_62
GUT_GENOME141191_32_63	32_63
GUT_GENOME141191_32_64	32_64
GUT_GENOME141191_32_65	32_65
GUT_GENOME141191_32_66	32_66
GUT_GENOME141191_32_67	32_67
GUT_GENOME141191_32_68	32_68
GUT_GENOME141191_32_69	32_69
GUT_GENOME141191_32_70	32_70
GUT_GENOME141191_32_71	32_71
GUT_GENOME141191_32_72	32_72
GUT_GENOME141191_32_73	32_73
GUT_GENOME141191_32_74	32_74
GUT_GENOME141191_32_75	32_75
GUT_GENOME141191_32_76	32_76
GUT_GENOME141191_32_77	32_77
GUT_GENOME141191_32_78	32_78
GUT_GENOME141191_32_79	32_79
GUT_GENOME141191_32_80	32_80
GUT_GENOME141191_32_81	32_81
GUT_GENOME141191_32_82	32_82
GUT_GENOME141191_33_1	33_1
GUT_GENOME141191_33_2	33_2
GUT_GENOME141191_34_1	34_1
GUT_GENOME141191_34_2	34_2
GUT_GENOME141191_34_3	34_3
GUT_GENOME141191_34_4	34_4
GUT_GENOME141191_34_5	34_5
GUT_GENOME141191_34_6	34_6
GUT_GENOME141191_34_7	34_7
GUT_GENOME141191_34_8	34_8
GUT_GENOME141191_34_9	34_9
GUT_GENOME141191_34_10	34_10
GUT_GENOME141191_34_11	34_11
GUT_GENOME141191_34_12	34_12
GUT_GENOME141191_34_13	34_13
GUT_GENOME141191_34_14	34_14
GUT_GENOME141191_34_15	34_15
GUT_GENOME141191_35_1	35_1
GUT_GENOME141191_35_2	35_2
GUT_GENOME141191_35_3	35_3
GUT_GENOME141191_35_4	35_4
GUT_GENOME141191_35_5	35_5
GUT_GENOME141191_35_6	35_6
GUT_GENOME141191_35_7	35_7
GUT_GENOME141191_35_8	35_8
GUT_GENOME141191_35_9	35_9
GUT_GENOME141191_35_10	35_10
GUT_GENOME141191_35_11	35_11
GUT_GENOME141191_35_12	35_12
GUT_GENOME141191_35_13	35_13
GUT_GENOME141191_35_14	35_14
GUT_GENOME141191_35_15	35_15
GUT_GENOME141191_35_16	35_16
GUT_GENOME141191_35_17	35_17
GUT_GENOME141191_35_18	35_18
GUT_GENOME141191_35_19	35_19
GUT_GENOME141191_35_20	35_20
GUT_GENOME141191_35_21	35_21
GUT_GENOME141191_35_22	35_22
GUT_GENOME141191_36_1	36_1
GUT_GENOME141191_36_2	36_2
GUT_GENOME141191_36_3	36_3
GUT_GENOME141191_36_4	36_4
GUT_GENOME141191_36_5	36_5
GUT_GENOME141191_36_6	36_6
GUT_GENOME141191_36_7	36_7
GUT_GENOME141191_36_8	36_8
GUT_GENOME141191_36_9	36_9
GUT_GENOME141191_36_10	36_10
GUT_GENOME141191_36_11	36_11
GUT_GENOME141191_36_12	36_12
GUT_GENOME141191_36_13	36_13
GUT_GENOME141191_36_14	36_14
GUT_GENOME141191_36_15	36_15
GUT_GENOME141191_36_16	36_16
GUT_GENOME141191_36_17	36_17
GUT_GENOME141191_36_18	36_18
GUT_GENOME141191_36_19	36_19
GUT_GENOME141191_36_20	36_20
GUT_GENOME141191_36_21	36_21
GUT_GENOME141191_36_22	36_22
GUT_GENOME141191_36_23	36_23
GUT_GENOME141191_36_24	36_24
GUT_GENOME141191_36_25	36_25
GUT_GENOME141191_36_26	36_26
GUT_GENOME141191_36_27	36_27
GUT_GENOME141191_36_28	36_28
GUT_GENOME141191_36_29	36_29
GUT_GENOME141191_36_30	36_30
GUT_GENOME141191_36_31	36_31
GUT_GENOME141191_36_32	36_32
GUT_GENOME141191_36_33	36_33
GUT_GENOME141191_36_34	36_34
GUT_GENOME141191_37_1	37_1
GUT_GENOME141191_37_2	37_2
GUT_GENOME141191_37_3	37_3
GUT_GENOME141191_37_4	37_4
GUT_GENOME141191_37_5	37_5
GUT_GENOME141191_37_6	37_6
GUT_GENOME141191_37_7	37_7
GUT_GENOME141191_37_8	37_8
GUT_GENOME141191_37_9	37_9
GUT_GENOME141191_37_10	37_10
GUT_GENOME141191_37_11	37_11
GUT_GENOME141191_37_12	37_12
GUT_GENOME141191_37_13	37_13
GUT_GENOME141191_37_14	37_14
GUT_GENOME141191_37_15	37_15
GUT_GENOME141191_37_16	37_16
GUT_GENOME141191_37_17	37_17
GUT_GENOME141191_37_18	37_18
GUT_GENOME141191_37_19	37_19
GUT_GENOME141191_37_20	37_20
GUT_GENOME141191_37_21	37_21
GUT_GENOME141191_37_22	37_22
GUT_GENOME141191_37_23	37_23
GUT_GENOME141191_37_24	37_24
GUT_GENOME141191_37_25	37_25
GUT_GENOME141191_37_26	37_26
GUT_GENOME141191_37_27	37_27
GUT_GENOME141191_37_28	37_28
GUT_GENOME141191_37_29	37_29
GUT_GENOME141191_37_30	37_30
GUT_GENOME141191_37_31	37_31
GUT_GENOME141191_37_32	37_32
GUT_GENOME141191_37_33	37_33
GUT_GENOME141191_37_34	37_34
GUT_GENOME141191_37_35	37_35
GUT_GENOME141191_37_36	37_36
GUT_GENOME141191_37_37	37_37
GUT_GENOME141191_37_38	37_38
GUT_GENOME141191_37_39	37_39
GUT_GENOME141191_38_1	38_1
GUT_GENOME141191_38_2	38_2
GUT_GENOME141191_38_3	38_3
GUT_GENOME141191_38_4	38_4
GUT_GENOME141191_38_5	38_5
GUT_GENOME141191_38_6	38_6
GUT_GENOME141191_38_7	38_7
GUT_GENOME141191_38_8	38_8
GUT_GENOME141191_38_9	38_9
GUT_GENOME141191_38_10	38_10
GUT_GENOME141191_38_11	38_11
GUT_GENOME141191_38_12	38_12
GUT_GENOME141191_38_13	38_13
GUT_GENOME141191_38_14	38_14
GUT_GENOME141191_38_15	38_15
GUT_GENOME141191_38_16	38_16
GUT_GENOME141191_38_17	38_17
GUT_GENOME141191_38_18	38_18
GUT_GENOME141191_38_19	38_19
GUT_GENOME141191_38_20	38_20
GUT_GENOME141191_38_21	38_21
GUT_GENOME141191_38_22	38_22
GUT_GENOME141191_38_23	38_23
GUT_GENOME141191_38_24	38_24
GUT_GENOME141191_38_25	38_25
GUT_GENOME141191_38_26	38_26
GUT_GENOME141191_38_27	38_27
GUT_GENOME141191_38_28	38_28
GUT_GENOME141191_38_29	38_29
GUT_GENOME141191_38_30	38_30
GUT_GENOME141191_38_31	38_31
GUT_GENOME141191_38_32	38_32
GUT_GENOME141191_38_33	38_33
GUT_GENOME141191_38_34	38_34
GUT_GENOME141191_38_35	38_35
GUT_GENOME141191_38_36	38_36
GUT_GENOME141191_38_37	38_37
GUT_GENOME141191_38_38	38_38
GUT_GENOME141191_38_39	38_39
GUT_GENOME141191_38_40	38_40
GUT_GENOME141191_38_41	38_41
GUT_GENOME141191_38_42	38_42
GUT_GENOME141191_38_43	38_43
GUT_GENOME141191_38_44	38_44
GUT_GENOME141191_38_45	38_45
GUT_GENOME141191_38_46	38_46
GUT_GENOME141191_38_47	38_47
GUT_GENOME141191_38_48	38_48
GUT_GENOME141191_38_49	38_49
GUT_GENOME141191_38_50	38_50
GUT_GENOME141191_38_51	38_51
GUT_GENOME141191_38_52	38_52
GUT_GENOME141191_38_53	38_53
GUT_GENOME141191_39_1	39_1
GUT_GENOME141191_39_2	39_2
GUT_GENOME141191_39_3	39_3
GUT_GENOME141191_39_4	39_4
GUT_GENOME141191_39_5	39_5
GUT_GENOME141191_39_6	39_6
GUT_GENOME141191_39_7	39_7
GUT_GENOME141191_39_8	39_8
GUT_GENOME141191_39_9	39_9
GUT_GENOME141191_39_10	39_10
GUT_GENOME141191_39_11	39_11
GUT_GENOME141191_39_12	39_12
GUT_GENOME141191_39_13	39_13
GUT_GENOME141191_40_1	40_1
GUT_GENOME141191_40_2	40_2
GUT_GENOME141191_40_3	40_3
GUT_GENOME141191_40_4	40_4
GUT_GENOME141191_40_5	40_5
GUT_GENOME141191_40_6	40_6
GUT_GENOME141191_40_7	40_7
GUT_GENOME141191_40_8	40_8
GUT_GENOME141191_40_9	40_9
GUT_GENOME141191_40_10	40_10
GUT_GENOME141191_40_11	40_11
GUT_GENOME141191_40_12	40_12
GUT_GENOME141191_40_13	40_13
GUT_GENOME141191_40_14	40_14
GUT_GENOME141191_40_15	40_15
GUT_GENOME141191_40_16	40_16
GUT_GENOME141191_40_17	40_17
GUT_GENOME141191_40_18	40_18
GUT_GENOME141191_40_19	40_19
GUT_GENOME141191_41_1	41_1
GUT_GENOME141191_41_2	41_2
GUT_GENOME141191_41_3	41_3
GUT_GENOME141191_41_4	41_4
GUT_GENOME141191_41_5	41_5
GUT_GENOME141191_41_6	41_6
GUT_GENOME141191_41_7	41_7
GUT_GENOME141191_41_8	41_8
GUT_GENOME141191_41_9	41_9
GUT_GENOME141191_41_10	41_10
GUT_GENOME141191_41_11	41_11
GUT_GENOME141191_41_12	41_12
GUT_GENOME141191_41_13	41_13
GUT_GENOME141191_41_14	41_14
GUT_GENOME141191_41_15	41_15
GUT_GENOME141191_41_16	41_16
GUT_GENOME141191_41_17	41_17
GUT_GENOME141191_41_18	41_18
GUT_GENOME141191_41_19	41_19
GUT_GENOME141191_41_20	41_20
GUT_GENOME141191_41_21	41_21
GUT_GENOME141191_41_22	41_22
GUT_GENOME141191_41_23	41_23
GUT_GENOME141191_41_24	41_24
GUT_GENOME141191_41_25	41_25
GUT_GENOME141191_41_26	41_26
GUT_GENOME141191_41_27	41_27
GUT_GENOME141191_41_28	41_28
